Log file open, 02/07/23 15:14:58
[2023.02.07-07.21.59:527][166]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.02.07-07.21.59:527][166]LogShaderCompilers: Display: Shaders Compiled: 37
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Jobs assigned 37, completed 37 (100.00%)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Average time worker was idle: 31.93 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Time job spent in pending queue: average 0.05 s, longest 0.10 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Job execution time: average 0.88 s, max 1.85 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Job life time (pending + execution): average 0.93 s, max 1.92
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 10.03 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Jobs were issued in 37 batches (only local compilation was used), average 1.00 jobs/batch
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Average processing rate: 3.69 jobs/sec
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Total thread time: 22.40 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Total thread preprocess time: 1.14 s
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Percentage time preprocessing: 5.09%
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Effective parallelization: 2.23 (times faster than compiling all shaders on one thread). Compare with number of workers: 8
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy (compiled   12 times, average 0.69 sec, max 0.88 sec, min 0.51 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy (compiled   12 times, average 0.68 sec, max 0.82 sec, min 0.52 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                                 FLumenCardVS (compiled    5 times, average 0.57 sec, max 0.65 sec, min 0.46 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                         TBasePassPSFNoLightMapPolicySkylight (compiled    1 times, average 0.52 sec, max 0.52 sec, min 0.52 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                             FDebugViewModeVS (compiled    1 times, average 0.42 sec, max 0.42 sec, min 0.42 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: Top 5 shader types by total compile time:
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                 TBasePassPSFNoLightMapPolicy - 36.80% of total time (compiled   12 times, average 0.69 sec, max 0.88 sec, min 0.51 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                 TBasePassVSFNoLightMapPolicy - 36.65% of total time (compiled   12 times, average 0.68 sec, max 0.82 sec, min 0.52 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                                 FLumenCardVS - 12.65% of total time (compiled    5 times, average 0.57 sec, max 0.65 sec, min 0.46 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                                          FLumenCardPS<false> - 7.95% of total time (compiled    5 times, average 0.36 sec, max 0.47 sec, min 0.30 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display:                         TBasePassPSFNoLightMapPolicySkylight - 2.32% of total time (compiled    1 times, average 0.52 sec, max 0.52 sec, min 0.52 sec)
[2023.02.07-07.21.59:528][166]LogShaderCompilers: Display: ================================================
[2023.02.07-07.21.59:538][167]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.21.59:538][167]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.21.59:538][167]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.21.59:538][167]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.21.59:538][167]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.21.59:538][167]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.04:482][722]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.04:482][722]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.04:482][722]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.04:482][722]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.04:503][724]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.04:503][724]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.04:503][724]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.04:503][724]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.04:503][724]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.04:503][724]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.11:653][515]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.11:653][515]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.11:653][515]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.11:653][515]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.11:675][517]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.11:675][517]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.11:675][517]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.11:675][517]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.11:675][517]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.11:675][517]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.26:030][167]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.26:030][167]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.26:030][167]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.26:030][167]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.26:051][169]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.26:051][169]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.26:051][169]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.26:051][169]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.26:051][169]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.26:051][169]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.32:264][876]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.32:264][876]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.32:264][876]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.32:264][876]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.32:292][878]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.32:292][878]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.32:292][878]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.32:292][878]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.32:292][878]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.32:292][878]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.41:369][893]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.41:369][893]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.41:369][893]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.41:369][893]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.41:405][895]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.41:405][895]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.41:405][895]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.41:405][895]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.41:405][895]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.41:405][895]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.42:601][ 18]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.42:601][ 18]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.42:601][ 18]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.42:601][ 18]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.42:635][ 20]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.44:051][167]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.44:051][167]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.44:051][167]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.44:051][167]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.44:082][169]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.44:082][169]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.44:082][169]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.44:082][169]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.44:082][169]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.44:082][169]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.45:186][288]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.45:186][288]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.45:186][288]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.45:186][288]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.45:218][290]MaterialEditorStats: Base pass shader: 232 instructions
[2023.02.07-07.22.45:218][290]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.45:218][290]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.45:218][290]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.45:218][290]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.45:218][290]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.22.49:319][739]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.22.49:319][739]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.49:319][739]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.49:319][739]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.22.50:166][803]MaterialEditorStats: Texture samplers: 1/16
[2023.02.07-07.22.50:166][803]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.50:166][803]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.50:166][803]MaterialEditorStats: Shader Count: 1
[2023.02.07-07.22.50:462][829]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.50:462][829]MaterialEditorStats: Texture samplers: 1/16
[2023.02.07-07.22.50:462][829]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.50:463][829]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.50:463][829]MaterialEditorStats: Shader Count: 3
[2023.02.07-07.22.50:556][840]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.22.50:556][840]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.22.50:556][840]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.22.50:556][840]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.22.50:556][840]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.22.50:556][840]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.02:522][158]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.02:522][158]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.02:522][158]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.02:522][158]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.02:568][160]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.02:568][160]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.02:568][160]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.02:568][160]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.02:568][160]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.02:568][160]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.05:693][500]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.05:693][500]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.05:693][500]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.05:693][500]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.05:727][502]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.05:727][502]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.05:727][502]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.05:727][502]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.05:727][502]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.05:727][502]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.09:056][865]LogMaterialEditor: Saving and Compiling material M_DynamicWorldMask
[2023.02.07-07.23.09:624][865]LogUObjectHash: Compacting FUObjectHashTables data took   0.53ms
[2023.02.07-07.23.10:441][865]LogUObjectHash: Compacting FUObjectHashTables data took   0.26ms
[2023.02.07-07.23.10:447][865]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.07-07.23.12:057][865]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Material/M_DynamicWorldMask" FILE="D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset" SILENT=true
[2023.02.07-07.23.12:061][865]LogSavePackage: Moving output files for package: /Game/Material/M_DynamicWorldMask
[2023.02.07-07.23.12:061][865]LogSavePackage: Moving 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Saved/M_DynamicWorldMaskAD22D6B646E22D598F9C869630B57743.tmp' to 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset'
[2023.02.07-07.23.12:066][865]LogFileHelpers: InternalPromptForCheckoutAndSave took 1.61 sec (total: 2.94 sec)
[2023.02.07-07.23.12:069][865]AssetCheck: New page: 资产保存：M_DynamicWorldMask
[2023.02.07-07.23.12:069][865]LogContentValidation: Display: 正在验证/Script/Engine.Material /Game/Material/M_DynamicWorldMask.M_DynamicWorldMask
[2023.02.07-07.23.12:071][865]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.12:071][865]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.12:071][865]MaterialEditorStats: MaxSampler: 285 instructions
[2023.02.07-07.23.12:071][865]MaterialEditorStats: Texture samplers: 4/16
[2023.02.07-07.23.12:071][865]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.12:071][865]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.12:071][865]MaterialEditorStats: Shader Count: 16
[2023.02.07-07.23.17:758][462]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.17:758][462]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.17:759][462]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.17:759][462]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.17:811][464]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.17:811][464]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.17:811][464]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.17:811][464]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.17:811][464]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.17:811][464]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.20:447][760]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.20:447][760]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.20:447][760]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.20:447][760]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.20:476][762]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.20:476][762]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.20:476][762]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.20:476][762]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.20:476][762]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.20:476][762]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.26:906][437]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.26:906][437]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.26:906][437]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.26:906][437]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.26:928][439]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.26:928][439]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.26:928][439]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.26:928][439]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.26:928][439]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.26:928][439]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.32:259][  6]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.23.32:259][  6]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.32:259][  6]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.32:259][  6]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.23.32:311][  8]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.32:311][  8]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.32:312][  8]MaterialEditorStats: Texture samplers: 3/16
[2023.02.07-07.23.32:312][  8]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.32:312][  8]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.32:312][  8]MaterialEditorStats: Shader Count: 4
[2023.02.07-07.23.33:775][174]LogMaterialEditor: Saving and Compiling material M_DynamicWorldMask
[2023.02.07-07.23.34:320][174]LogUObjectHash: Compacting FUObjectHashTables data took   0.48ms
[2023.02.07-07.23.34:482][174]LogUObjectHash: Compacting FUObjectHashTables data took   0.24ms
[2023.02.07-07.23.34:488][174]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.07-07.23.34:593][174]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Material/M_DynamicWorldMask" FILE="D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset" SILENT=true
[2023.02.07-07.23.34:596][174]LogSavePackage: Moving output files for package: /Game/Material/M_DynamicWorldMask
[2023.02.07-07.23.34:597][174]LogSavePackage: Moving 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Saved/M_DynamicWorldMask3D1FE679466728FF2E055598C12810D4.tmp' to 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset'
[2023.02.07-07.23.34:602][174]LogFileHelpers: InternalPromptForCheckoutAndSave took 113 ms (total: 3.06 sec)
[2023.02.07-07.23.34:605][174]AssetCheck: New page: 资产保存：M_DynamicWorldMask
[2023.02.07-07.23.34:605][174]LogContentValidation: Display: 正在验证/Script/Engine.Material /Game/Material/M_DynamicWorldMask.M_DynamicWorldMask
[2023.02.07-07.23.34:607][174]MaterialEditorStats: Base pass shader: 236 instructions
[2023.02.07-07.23.34:607][174]MaterialEditorStats: Base pass vertex shader: 260 instructions
[2023.02.07-07.23.34:607][174]MaterialEditorStats: MaxSampler: 285 instructions
[2023.02.07-07.23.34:607][174]MaterialEditorStats: Texture samplers: 4/16
[2023.02.07-07.23.34:607][174]MaterialEditorStats: Texture Lookups (Est.): VS(3), PS(1)
[2023.02.07-07.23.34:607][174]MaterialEditorStats: User interpolators: 2/4 Scalars (1/4 Vectors) (TexCoords: 2, Custom: 0)
[2023.02.07-07.23.34:607][174]MaterialEditorStats: Shader Count: 16
[2023.02.07-07.23.42:281][ 26]LogMaterialEditor: Saving and Compiling material M_DynamicWorldMask
[2023.02.07-07.23.42:283][ 26]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.07-07.23.42:315][ 26]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Material/M_DynamicWorldMask" FILE="D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset" SILENT=true
[2023.02.07-07.23.42:319][ 26]LogSavePackage: Moving output files for package: /Game/Material/M_DynamicWorldMask
[2023.02.07-07.23.42:319][ 26]LogSavePackage: Moving 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Saved/M_DynamicWorldMask6FDEA7AB45F34AA1007C7CBD9703F312.tmp' to 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_DynamicWorldMask.uasset'
[2023.02.07-07.23.42:324][ 26]LogFileHelpers: InternalPromptForCheckoutAndSave took 41 ms (total: 3.10 sec)
[2023.02.07-07.23.42:327][ 26]AssetCheck: New page: 资产保存：M_DynamicWorldMask
[2023.02.07-07.23.42:327][ 26]LogContentValidation: Display: 正在验证/Script/Engine.Material /Game/Material/M_DynamicWorldMask.M_DynamicWorldMask
[2023.02.07-07.23.57:330][543]LogContentBrowser: Attempting asset rename: PolarCoordinates -> M_PolarCoordinates
[2023.02.07-07.23.57:371][543]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.07-07.23.57:418][543]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/Material/M_PolarCoordinates" FILE="D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_PolarCoordinates.uasset" SILENT=true
[2023.02.07-07.23.57:425][543]LogSavePackage: Moving output files for package: /Game/Material/M_PolarCoordinates
[2023.02.07-07.23.57:425][543]LogSavePackage: Moving 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Saved/M_PolarCoordinates500F17BB44BED69B1A4E1AAA83EC7F47.tmp' to 'D:/UE_project/ue5_ShaderTest/SHADER/ShaderTest/Content/Material/M_PolarCoordinates.uasset'
[2023.02.07-07.23.57:431][543]LogFileHelpers: InternalPromptForCheckoutAndSave took 61 ms (total: 3.16 sec)
[2023.02.07-07.23.57:445][543]LogUObjectHash: Compacting FUObjectHashTables data took   0.45ms
[2023.02.07-07.23.57:453][543]LogUObjectHash: Compacting FUObjectHashTables data took   0.45ms
[2023.02.07-07.23.57:460][543]LogUObjectHash: Compacting FUObjectHashTables data took   0.24ms
[2023.02.07-07.23.57:464][543]AssetCheck: New page: 资产保存：M_PolarCoordinates
[2023.02.07-07.23.57:464][543]LogContentValidation: Display: 正在验证/Script/Engine.Material /Game/Material/M_PolarCoordinates.M_PolarCoordinates
[2023.02.07-07.26.08:809][182]LogContentBrowser: Deferred new asset file creation: NewMaterial
[2023.02.07-07.26.08:857][182]LogContentBrowser: Creating deferred item: NewMaterial
[2023.02.07-07.26.08:869][183]LogContentBrowser: Renaming the item being created (Deferred Item: NewMaterial).
[2023.02.07-07.26.09:198][220]LogContentBrowser: Attempting asset rename: NewMaterial -> NewMaterial
[2023.02.07-07.26.09:199][220]LogContentBrowser: End creating deferred item NewMaterial
[2023.02.07-07.26.09:913][277]LogAssetEditorSubsystem: Opening Asset editor for Material /Game/Material/NewMaterial.NewMaterial
[2023.02.07-07.26.09:916][277]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.07-07.26.09:987][277]MaterialEditorStats: Texture samplers: 0/16
[2023.02.07-07.26.09:988][277]MaterialEditorStats: Texture Lookups (Est.): VS(0), PS(3)
[2023.02.07-07.26.09:988][277]MaterialEditorStats: Shader Count: 0
[2023.02.07-07.26.09:991][277]LogViewport: Scene viewport resized to 511x449, mode Windowed.
[2023.02.07-07.26.10:684][347]LogShaderCompilers: Display: ================================================
[2023.02.07-07.26.10:684][347]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.02.07-07.26.10:684][347]LogShaderCompilers: Display: Total job queries 420, among them cache hits 252 (60.00%)
